pid,iou
5,0.5108632339235788
8,0.6316542371588243
13,0.6652481782719608
16,0.0
18,0.4598010217800484
21,0.03089346569862202
36,0.399969938373666
44,0.03044145369799833
52,0.5864074482305762
55,0.0322220537040107
60,0.5251633655843169
61,0.1575820466622574
67,0.03497557480429433
73,0.6269541778975741
74,0.34745682740398226
77,0.5535877288754453
82,0.000316599542270505
91,0.724656089728227
93,0.19776119402985073
99,0.8852147670213596
116,0.5946224374162975
120,0.7194263695903701
130,0.5954127121081392
140,0.061920692213851825
148,0.01344699235256644
153,0.22939158692904857
154,0.5471406837300877
162,0.5758549097375453
164,0.4647257420967247
169,0.5754621759456013
184,0.7750460590484742
191,0.047663779062454725
194,0.5459146974984682
209,0.027707204636076444
217,0.5490481248468012
223,0.008055027604308082
233,0.7568349951752975
242,0.6761499186194287
249,0.7673193432259198
