pid,iou
1,0.7390017689751517
2,0.006730940073295595
3,0.5844845908607864
4,0.037242569012575666
6,0.6581777023203169
7,0.1903032217308907
8,0.4816557339968333
9,0.05001954944387688
10,0.11574432296047098
11,0.0
12,0.3398277469402417
13,0.07455155071248952
14,0.022671362931999423
15,0.009749720886267115
16,0.153088800195813
17,0.24016712797278
18,0.0
19,0.0012739765866108751
20,0.025762335069265764
21,0.462629104817105
22,0.45032325431561177
23,0.11518021064837182
24,0.06452105233035084
25,0.06052609878782881
26,0.6540876554062539
27,0.019590340676108042
28,0.006643802014699962
29,0.013893658988838905
30,0.0
31,0.49414676194978174
32,0.7319610102457101
33,0.6874952110949353
34,0.00016622080144925266
35,0.058480492103535266
36,0.6886140998875864
37,0.0
38,0.36597865216229386
39,0.0
40,0.6171057380007218
41,0.0
42,0.7522955120397264
43,0.0
44,0.09635546990348601
45,0.0
46,0.009566740081184459
47,0.7880061159937907
48,0.009418586697318534
49,0.6171171171171171
50,0.007953037339044212
51,0.53366723880807
52,0.43182719407834425
53,0.014754470141986206
54,0.6020307082714215
55,0.4964241096485669
56,0.03541814762241144
57,0.19732118199392434
58,0.19856193988370646
59,0.33873850621067914
60,0.011035143661177065
61,0.0
62,0.004743390829899834
63,0.01669968636188606
64,0.0011786416976197072
65,0.263244176013805
66,0.08239947990700032
67,0.2590276500521121
68,0.002267902939435786
69,0.29570702645873487
70,0.6830686998899544
71,0.6164023646429577
72,0.13327206202327613
73,0.0
74,0.3033864746481372
75,0.002489667487588094
76,0.5317858055626549
77,0.47753988782748996
78,0.012129647746609984
79,0.07152974504249292
80,0.0058531913897819365
81,0.02270744741104672
82,0.0005161637016715219
83,0.42357232721148663
84,0.44957614732534346
85,0.8151033678915404
86,0.14209058234148553
87,0.01491749899738365
88,0.16202504826027592
89,0.008415065118683339
90,0.010187571482526789
91,0.5683103528861884
92,0.4644149687770637
93,0.020684565173633408
94,0.03158271753427078
95,0.04329303396660909
96,0.2895495186765943
97,0.3175132686614001
98,0.02500949163080232
99,0.8065741743600323
100,0.058765933862922594
101,0.5907481135132633
102,0.14776
103,0.022387232627729136
104,0.07094681515786379
105,0.5591435942854942
106,0.6131973419873281
107,0.5095942526825125
108,0.4521183131589223
109,0.14740393933379256
110,0.016871887917660717
111,0.6510998166972172
112,0.16549625468164794
113,0.08701579609120208
114,0.47895179158071666
