pid,iou
1,0.7949255121042831
2,0.006741350993641425
3,0.7315337423312883
4,0.03781497501767335
6,0.6584049222196424
7,0.19173141690312656
8,0.7504084522383183
9,0.05009581067377819
10,0.6733623388769162
11,0.0
12,0.5201123686996173
13,0.07482752818441864
14,0.14749409204707645
15,0.01918193453793783
16,0.4523501732250892
17,0.6303161029243338
18,0.002739374224200659
19,0.37467407323432717
20,0.03268067819723829
21,0.49384881023039984
22,0.45804693719655093
23,0.1340681588122821
24,0.07695555555555555
25,0.0969039259495691
26,0.6663221301544098
27,0.48877949263792797
28,0.04413996444521528
29,0.5743581875831032
30,0.0
31,0.5261274965491985
32,0.8781849912739965
33,0.7551463929972835
34,0.00016622300381831102
35,0.13839426272520552
36,0.9300798580301686
37,0.31733116354759966
38,0.36724910111650794
39,0.0
40,0.6177129234992415
41,0.28362073176688973
42,0.8192851164393679
43,0.010538994278831678
44,0.09900597662406567
45,0.0
46,0.010171251248993214
47,0.8040789581456302
48,0.5995644057249533
49,0.679403541472507
50,0.007977925592117895
51,0.5389294403892944
52,0.8382930026789668
53,0.01563942899278216
54,0.6419266263393687
55,0.580055214139897
56,0.042464915788592635
57,0.3784639746634996
58,0.1995266410879612
59,0.34268253249692815
60,0.03486392075585525
61,0.7867092171954195
62,0.7577841451766953
63,0.7253239031107217
64,0.06689885357712959
65,0.7056705670567057
66,0.6744964714366661
67,0.26133481783880746
68,0.002267902939435786
69,0.29685194294146583
70,0.746286990508096
71,0.6748618100816764
72,0.5750113310167699
73,8.442523301364311e-06
74,0.5807044211830645
75,0.00249173441992849
76,0.7429191316822175
77,0.8035955960349683
78,0.5762489927477841
79,0.31076923076923074
80,0.006173995330434419
81,0.026036030036129934
82,0.12819569615596837
83,0.7656978302337925
84,0.45995695093891487
85,0.9975856984887578
86,0.46114143331751306
87,0.8275340925066779
88,0.16249440689541483
89,0.6857976841738996
90,0.010950541364973856
91,0.715652018669183
92,0.5345197526189575
93,0.7547333632086041
94,0.6883745069545361
95,0.4491678363745739
96,0.6809142125935272
97,0.3179323713704558
98,0.02671212864246061
99,0.9178161362410419
100,0.1263271312940187
101,0.6008590256530948
102,0.17231360820337535
103,0.09293230789341815
104,0.08649367930805056
105,0.7647638504987382
106,0.8296123401664299
107,0.540129191255042
108,0.5542366964241185
109,0.15866121928177948
110,0.02214629661627539
111,0.6511269424655252
112,0.5842561275077608
113,0.08702250357715823
114,0.7709324189802013
