pid;iou
5;0.5915431996004661
8;0.7009670291830469
13;0.6693361095539361
16;1.8903162877212615e-06
18;0.46567069294342023
21;0.030895296802299736
36;0.45411122483793925
44;0.03310123596856589
52;0.6587169488301312
55;0.8212393875625862
60;0.5862531978346596
61;0.1597795828959978
67;0.03498447557406256
73;0.6567834681042228
74;0.5585064226219849
77;0.5883358044335153
82;0.000425823882445911
91;0.724656089728227
93;0.5822174611676486
99;0.8852147670213596
110;0.0267967082580857
116;0.6059842519685039
120;0.7481546863794339
130;0.5958840037418148
140;0.8026741081287266
148;0.01345419097074604
153;0.7202876878159937
154;0.5619195744297177
162;0.6539752112912359
164;0.46486996184377877
169;0.583283094195035
184;0.7750460590484742
191;0.047664234390150315
194;0.5568248860284258
209;0.7392907080208466
217;0.5576135086907673
223;0.00809376936412563
233;0.7568349951752975
242;0.6761722146663397
249;0.7847592983085827
