pid,iou
1,0.9696753619743697
2,0.7823253244959956
3,0.7315337423312883
4,0.7105796513984597
6,1.0
7,0.795689728897631
8,0.7504084522383183
9,0.6610649355902041
10,0.9670738801628854
11,
12,0.838306585167565
13,0.25293932159106264
14,0.6814984304678341
15,0.019326404848093785
16,0.8686650240192864
17,0.7502255148455943
18,0.07036247334754797
19,0.5669050051072523
20,0.035676836297031375
21,0.6399992371653063
22,0.4580572094952961
23,0.6106227791284833
24,0.8461700336700336
25,0.09883720930232558
26,0.6663221301544098
27,0.8386561317309608
28,0.04485042515383373
29,0.8278716330822986
30,0.0
31,0.6104516773911414
32,0.8781849912739965
33,0.7704669992639241
34,0.40606952779979616
35,0.13905096660808436
36,1.0
37,0.3340227507755946
38,0.3775223088672723
39,0.0
40,0.6177129234992415
41,0.7177258736194098
42,0.8196543744768845
43,0.9417776401362651
44,0.10529928474080559
45,0.0
46,0.010343762940678103
47,0.8079341475123825
48,0.6023757424195061
49,0.778099809799837
50,0.77141162514828
51,0.7564484292930983
52,0.8382930026789668
53,0.5775716152807833
54,0.9472021403768429
55,0.7709526350109669
56,0.04261070611162464
57,0.38179588111130125
58,0.23280953085352116
59,0.3600717493664178
60,0.6612539163831149
61,0.7867092171954195
62,0.7828997999076497
63,0.7356825436565062
64,0.35024684585847504
65,0.7134118713185319
66,1.0
67,0.26133481783880746
68,0.2514946795881807
69,0.5462019534818354
70,0.9920370894677236
71,0.6802465715473057
72,0.5856654410903726
73,0.3433074007580291
74,0.5807044211830645
75,0.002652246106897635
76,0.8540788134360913
77,0.8074133911031963
78,0.5910276608383481
79,0.8953846153846153
80,0.7690875232774674
81,0.6121761135869931
82,0.6407635942923255
83,0.7772458743877997
84,0.711172389254581
85,1.0
86,0.46114143331751306
87,1.0
88,0.6777845921592678
89,0.742914078975371
90,0.3933863525528004
91,0.818895491468135
92,0.6040691518312172
93,0.7547333632086041
94,1.0
95,0.6652782405864712
96,0.6914152713625866
97,0.5161339641391963
98,0.027844432792373003
99,0.9178161362410419
100,0.7025553903872018
101,0.6879871699626183
102,1.0
103,0.09293230789341815
104,0.5482707405049863
105,0.7647638504987382
106,0.8472294148109788
107,1.0
108,0.5871052631578947
109,0.18716082256407288
110,1.0
111,0.6563284781516826
112,0.790573492190876
113,0.547681057798257
114,0.9766262676230522
