pid,iou
1,0.02402689690510202
2,0.005177033537832952
3,0.0006596789562412959
4,0.010851364343471127
6,0.32405951273332073
7,0.0
8,0.0019314261562353224
9,0.07094723458359822
10,0.010612045863805883
11,0.0
12,0.12494256517294561
13,0.15021397489840688
14,0.046269975739221966
15,0.17445991285733806
16,0.003304990427421401
17,0.016888079882551792
18,0.0
19,0.0004589338675620946
20,0.04235357719478963
21,0.04618747035965457
22,0.0304426617644176
23,0.02140407788418098
24,6.191159024912425e-05
25,0.0
26,0.25279353769552254
27,0.00949499999149803
28,0.07237504494786048
29,0.013891769657663491
30,0.0
31,0.015537915208129645
32,0.05981472558234616
33,0.3146388719085757
34,0.0005236201483027388
35,0.005132955489934448
36,0.0
37,0.0
38,0.4867000324389453
39,0.0
40,0.00853161674878476
41,0.0
42,0.018617394396755638
43,0.0
44,0.04962141095180752
45,0.0
46,0.004920826890259945
47,0.046389631763011724
48,0.0
49,0.030419945144361214
50,0.00973729064610444
51,0.006617244917104795
52,0.10462608820893611
53,0.013976140879777924
54,0.04853929502125909
55,0.04367363391115975
56,0.02935901984987581
57,0.0014857219440748222
58,0.04763193160519436
59,0.17919996496836205
60,0.002559056281508011
61,0.0
62,0.002465697769897784
63,0.0
64,0.00019139288784028786
65,0.0003111291938334878
66,0.025539697394246517
67,0.0
68,0.0006869717038255907
69,0.03139202767110286
70,0.03220345611692469
71,0.09688359889934088
72,0.32935296979346335
73,0.0
74,0.02543160112301306
75,0.0024152507371452995
76,0.1357586024059881
77,0.02681102293740182
78,0.015591014586473523
79,0.0
80,0.005714285714285714
81,0.0054973411387313365
82,0.0
83,0.100945027825544
84,0.013386855145392387
85,0.029650352846626222
86,0.008701016594926333
87,0.09861444384240266
88,0.024094234362040057
89,0.010826604798943472
90,0.003105774963441081
91,0.03283080114861563
92,0.02181547376627608
93,0.015488969738743572
94,0.02280744046008452
95,0.0
96,0.021332640281708445
97,0.02231310815049903
98,0.12801311013031783
99,0.01923128234835813
100,0.010728846739897891
101,0.020985920579695883
102,0.0
103,0.004489117916631289
104,0.008974677159806895
105,0.04180520643356852
106,0.01645192611906918
107,0.10776745113107947
108,0.0032281452516257215
109,0.009663288501610153
110,0.01590756346305922
111,0.005301287798600455
112,0.0006098607433558889
113,0.0038686042987077056
114,0.0007744493665004182
